From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length
ATP6V0A1,Q93050,reviewed,VPP1_HUMAN,V-type proton ATPase 116 kDa subunit a 1 (V-ATPase 116 kDa subunit a 1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),ATP6V0A1 ATP6N1 ATP6N1A VPP1,Homo sapiens (Human),837
ATP6V1B2,P21281,reviewed,VATB2_HUMAN,"V-type proton ATPase subunit B, brain isoform (V-ATPase subunit B 2) (Endomembrane proton pump 58 kDa subunit) (HO57) (Vacuolar proton pump subunit B 2)",ATP6V1B2 ATP6B2 VPP3,Homo sapiens (Human),511
ATP6V1G2,O95670,reviewed,VATG2_HUMAN,V-type proton ATPase subunit G 2 (V-ATPase subunit G 2) (V-ATPase 13 kDa subunit 2) (Vacuolar proton pump subunit G 2),ATP6V1G2 ATP6G ATP6G2 NG38,Homo sapiens (Human),118
ATP8B1,O43520,reviewed,AT8B1_HUMAN,Phospholipid-transporting ATPase IC (EC 7.6.2.1) (ATPase class I type 8B member 1) (Familial intrahepatic cholestasis type 1) (P4-ATPase flippase complex alpha subunit ATP8B1),ATP8B1 ATPIC FIC1 PFIC,Homo sapiens (Human),1251
ATP9A,O75110,reviewed,ATP9A_HUMAN,Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A),ATP9A ATPIIA KIAA0611,Homo sapiens (Human),1047
ATXN2,Q99700,reviewed,ATX2_HUMAN,Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein),ATXN2 ATX2 SCA2 TNRC13,Homo sapiens (Human),1313
AUH,Q13825,reviewed,AUHM_HUMAN,"Methylglutaconyl-CoA hydratase, mitochondrial (3-MG-CoA hydratase) (EC 4.2.1.18) (AU-specific RNA-binding enoyl-CoA hydratase) (AU-binding protein/enoyl-CoA hydratase) (Itaconyl-CoA hydratase) (EC 4.2.1.56)",AUH,Homo sapiens (Human),339
AZU1,P20160,reviewed,CAP7_HUMAN,Azurocidin (Cationic antimicrobial protein CAP37) (Heparin-binding protein) (HBP) (hHBP),AZU1,Homo sapiens (Human),251
B2M,P61769,reviewed,B2MG_HUMAN,Beta-2-microglobulin [Cleaved into: Beta-2-microglobulin form pI 5.3],B2M CDABP0092 HDCMA22P,Homo sapiens (Human),119
B3GAT1,Q9P2W7,reviewed,B3GA1_HUMAN,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 1) (Glucuronosyltransferase P) (GlcAT-P) (UDP-GlcUA:glycoprotein beta-1,3-glucuronyltransferase) (GlcUAT-P)",B3GAT1 GLCATP,Homo sapiens (Human),334
B4GALNT1,Q00973,reviewed,B4GN1_HUMAN,"Beta-1,4 N-acetylgalactosaminyltransferase 1 (EC 2.4.1.92) ((N-acetylneuraminyl)-galactosylglucosylceramide) (GM2/GD2 synthase) (GalNAc-T)",B4GALNT1 GALGT SIAT2,Homo sapiens (Human),533
B4GALT1,P15291,reviewed,B4GT1_HUMAN,"Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]",B4GALT1 GGTB2,Homo sapiens (Human),398
BAG3,O95817,reviewed,BAG3_HUMAN,BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1),BAG3 BIS,Homo sapiens (Human),575
BAIAP2,Q9UQB8,reviewed,BAIP2_HUMAN,Brain-specific angiogenesis inhibitor 1-associated protein 2 (BAI-associated protein 2) (BAI1-associated protein 2) (Protein BAP2) (Fas ligand-associated factor 3) (FLAF3) (Insulin receptor substrate p53/p58) (IRS-58) (IRSp53/58) (Insulin receptor substrate protein of 53 kDa) (IRSp53) (Insulin receptor substrate p53),BAIAP2,Homo sapiens (Human),552
BAK1,Q16611,reviewed,BAK_HUMAN,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7),BAK1 BAK BCL2L7 CDN1,Homo sapiens (Human),211
BANF1,O75531,reviewed,BAF_HUMAN,"Barrier-to-autointegration factor (Breakpoint cluster region protein 1) [Cleaved into: Barrier-to-autointegration factor, N-terminally processed]",BANF1 BAF BCRG1,Homo sapiens (Human),89
BANK1,Q8NDB2,reviewed,BANK1_HUMAN,B-cell scaffold protein with ankyrin repeats,BANK1,Homo sapiens (Human),785
BARD1,Q99728,reviewed,BARD1_HUMAN,BRCA1-associated RING domain protein 1 (BARD-1) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BARD1),BARD1,Homo sapiens (Human),777
BASP1,P80723,reviewed,BASP1_HUMAN,Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22),BASP1 NAP22,Homo sapiens (Human),227
BBX,Q8WY36,reviewed,BBX_HUMAN,HMG box transcription factor BBX (Bobby sox homolog) (HMG box-containing protein 2),BBX HBP2,Homo sapiens (Human),941
BCAN,Q96GW7,reviewed,PGCB_HUMAN,Brevican core protein (Brain-enriched hyaluronan-binding protein) (BEHAB) (Chondroitin sulfate proteoglycan 7),BCAN BEHAB CSPG7 UNQ2525/PRO6018,Homo sapiens (Human),911
BCAS1,O75363,reviewed,BCAS1_HUMAN,Breast carcinoma-amplified sequence 1 (Amplified and overexpressed in breast cancer) (Novel amplified in breast cancer 1),BCAS1 AIBC1 NABC1,Homo sapiens (Human),584
BCL11A,Q9H165,reviewed,BC11A_HUMAN,B-cell lymphoma/leukemia 11A (BCL-11A) (B-cell CLL/lymphoma 11A) (COUP-TF-interacting protein 1) (Ecotropic viral integration site 9 protein homolog) (EVI-9) (Zinc finger protein 856),BCL11A CTIP1 EVI9 KIAA1809 ZNF856,Homo sapiens (Human),835
BCL11B,Q9C0K0,reviewed,BC11B_HUMAN,B-cell lymphoma/leukemia 11B (BCL-11B) (B-cell CLL/lymphoma 11B) (COUP-TF-interacting protein 2) (Radiation-induced tumor suppressor gene 1 protein) (hRit1),BCL11B CTIP2 RIT1,Homo sapiens (Human),894
BCL2,P10415,reviewed,BCL2_HUMAN,Apoptosis regulator Bcl-2,BCL2,Homo sapiens (Human),239
BCL6,P41182,reviewed,BCL6_HUMAN,B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51),BCL6 BCL5 LAZ3 ZBTB27 ZNF51,Homo sapiens (Human),706
BCLAF1,Q9NYF8,reviewed,BCLF1_HUMAN,Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1),BCLAF1 BTF KIAA0164,Homo sapiens (Human),920
BDH1,Q02338,reviewed,BDH_HUMAN,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)",BDH1 BDH SDR9C1,Homo sapiens (Human),343
BDH2,Q9BUT1,reviewed,DHRS6_HUMAN,Dehydrogenase/reductase SDR family member 6 (EC 1.1.1.-) ((R)-beta-hydroxybutyrate dehydrogenase) (3-hydroxybutyrate dehydrogenase type 2) (EC 1.1.1.30) (4-oxo-L-proline reductase) (EC 1.1.1.104) (Oxidoreductase UCPA) (Short chain dehydrogenase/reductase family 15C member 1),BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933,Homo sapiens (Human),245
BEND6,Q5SZJ8,reviewed,BEND6_HUMAN,BEN domain-containing protein 6,BEND6 C6orf65,Homo sapiens (Human),279
BEX5,Q5H9J7,reviewed,BEX5_HUMAN,Protein BEX5 (Brain-expressed X-linked protein 5) (NGFRAP1-like protein 1) (Nerve growth factor receptor-associated protein 2),BEX5 NADE2 NGFRAP1L1,Homo sapiens (Human),111
BHLHE22,Q8NFJ8,reviewed,BHE22_HUMAN,Class E basic helix-loop-helix protein 22 (bHLHe22) (Class B basic helix-loop-helix protein 5) (bHLHb5) (Trinucleotide repeat-containing gene 20 protein),BHLHE22 BHLHB5 TNRC20,Homo sapiens (Human),381
BIN1,O00499,reviewed,BIN1_HUMAN,Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1),BIN1 AMPHL,Homo sapiens (Human),593
BIN2,Q9UBW5,reviewed,BIN2_HUMAN,Bridging integrator 2 (Breast cancer-associated protein 1),BIN2 BRAP1,Homo sapiens (Human),565
BIRC3,Q13489,reviewed,BIRC3_HUMAN,Baculoviral IAP repeat-containing protein 3 (EC 2.3.2.27) (Apoptosis inhibitor 2) (API2) (Cellular inhibitor of apoptosis 2) (C-IAP2) (IAP homolog C) (Inhibitor of apoptosis protein 1) (hIAP-1) (hIAP1) (RING finger protein 49) (RING-type E3 ubiquitin transferase BIRC3) (TNFR2-TRAF-signaling complex protein 1),BIRC3 API2 MIHC RNF49,Homo sapiens (Human),604
BLNK,Q8WV28,reviewed,BLNK_HUMAN,B-cell linker protein (B-cell adapter containing a SH2 domain protein) (B-cell adapter containing a Src homology 2 domain protein) (Cytoplasmic adapter protein) (Src homology 2 domain-containing leukocyte protein of 65 kDa) (SLP-65),BLNK BASH SLP65,Homo sapiens (Human),456
BLVRB,P30043,reviewed,BLVRB_HUMAN,Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (Green heme-binding protein) (GHBP) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR),BLVRB FLR,Homo sapiens (Human),206
BPHL,Q86WA6,reviewed,BPHL_HUMAN,Valacyclovir hydrolase (VACVase) (Valacyclovirase) (EC 3.1.-.-) (Biphenyl hydrolase-like protein) (Biphenyl hydrolase-related protein) (Bph-rp) (Breast epithelial mucin-associated antigen) (MCNAA),BPHL MCNAA,Homo sapiens (Human),291
BRD7,Q9NPI1,reviewed,BRD7_HUMAN,Bromodomain-containing protein 7 (75 kDa bromodomain protein) (Protein CELTIX-1),BRD7 BP75 CELTIX1,Homo sapiens (Human),651
BRSK1,Q8TDC3,reviewed,BRSK1_HUMAN,Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1),BRSK1 KIAA1811 SAD1 SADB,Homo sapiens (Human),778
BST2,Q10589,reviewed,BST2_HUMAN,Bone marrow stromal antigen 2 (BST-2) (HM1.24 antigen) (Tetherin) (CD antigen CD317),BST2,Homo sapiens (Human),180
BTBD8,Q5XKL5,reviewed,BTBD8_HUMAN,BTB/POZ domain-containing protein 8 (AP2-interacting clathrin-endocytosis) (APache),BTBD8 KIAA1107,Homo sapiens (Human),1792
BTK,Q06187,reviewed,BTK_HUMAN,Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase),BTK AGMX1 ATK BPK,Homo sapiens (Human),659
BTN3A3,O00478,reviewed,BT3A3_HUMAN,Butyrophilin subfamily 3 member A3,BTN3A3 BTF3,Homo sapiens (Human),584
BUD13,Q9BRD0,reviewed,BUD13_HUMAN,BUD13 homolog,BUD13,Homo sapiens (Human),619
BYSL,Q13895,reviewed,BYST_HUMAN,Bystin,BYSL ENP1,Homo sapiens (Human),437
C1GALT1,Q9NS00,reviewed,C1GLT_HUMAN,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)",C1GALT1,Homo sapiens (Human),363
C1orf131,Q8NDD1,reviewed,CA131_HUMAN,Uncharacterized protein C1orf131,C1orf131 cPERP-A,Homo sapiens (Human),293
C9orf40,Q8IXQ3,reviewed,CI040_HUMAN,Uncharacterized protein C9orf40,C9orf40,Homo sapiens (Human),194
C9orf50,Q5SZB4,reviewed,CI050_HUMAN,Uncharacterized protein C9orf50,C9orf50,Homo sapiens (Human),431
C9orf78,Q9NZ63,reviewed,TLS1_HUMAN,Splicing factor C9orf78 (Hepatocellular carcinoma-associated antigen 59),C9orf78 HCA59,Homo sapiens (Human),289
CA1,P00915,reviewed,CAH1_HUMAN,Carbonic anhydrase 1 (EC 4.2.1.1) (Carbonate dehydratase I) (Carbonic anhydrase B) (CAB) (Carbonic anhydrase I) (CA-I) (Cyanamide hydratase CA1) (EC 4.2.1.69),CA1,Homo sapiens (Human),261
CA2,P00918,reviewed,CAH2_HUMAN,Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II) (Cyanamide hydratase CA2) (EC 4.2.1.69),CA2,Homo sapiens (Human),260
CA8,P35219,reviewed,CAH8_HUMAN,Carbonic anhydrase-related protein (CARP) (Carbonic anhydrase VIII) (CA-VIII),CA8 CALS,Homo sapiens (Human),290
CACNA1A,O00555,reviewed,CAC1A_HUMAN,"Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)",CACNA1A CACH4 CACN3 CACNL1A4,Homo sapiens (Human),2506
CACNA1C,Q13936,reviewed,CAC1C_HUMAN,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",CACNA1C CACH2 CACN2 CACNL1A1 CCHL1A1,Homo sapiens (Human),2221
CACNB2,Q08289,reviewed,CACB2_HUMAN,Voltage-dependent L-type calcium channel subunit beta-2 (CAB2) (Calcium channel voltage-dependent subunit beta 2) (Lambert-Eaton myasthenic syndrome antigen B) (MYSB),CACNB2 CACNLB2 MYSB,Homo sapiens (Human),660
CACNG3,O60359,reviewed,CCG3_HUMAN,Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3) (TARP gamma-3),CACNG3,Homo sapiens (Human),315
CACNG8,Q8WXS5,reviewed,CCG8_HUMAN,Voltage-dependent calcium channel gamma-8 subunit (Neuronal voltage-gated calcium channel gamma-8 subunit) (Transmembrane AMPAR regulatory protein gamma-8) (TARP gamma-8),CACNG8 CACNG6,Homo sapiens (Human),425
CACYBP,Q9HB71,reviewed,CYBP_HUMAN,Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein),CACYBP S100A6BP SIP PNAS-107,Homo sapiens (Human),228
CADM1,Q9BY67,reviewed,CADM1_HUMAN,Cell adhesion molecule 1 (Immunoglobulin superfamily member 4) (IgSF4) (Nectin-like protein 2) (NECL-2) (Spermatogenic immunoglobulin superfamily) (SgIgSF) (Synaptic cell adhesion molecule) (SynCAM) (Tumor suppressor in lung cancer 1) (TSLC-1),CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1,Homo sapiens (Human),442
CADM2,Q8N3J6,reviewed,CADM2_HUMAN,Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2),CADM2 IGSF4D NECL3,Homo sapiens (Human),435
CADM3,Q8N126,reviewed,CADM3_HUMAN,Cell adhesion molecule 3 (Brain immunoglobulin receptor) (Immunoglobulin superfamily member 4B) (IgSF4B) (Nectin-like protein 1) (NECL-1) (Synaptic cell adhesion molecule 3) (SynCAM3) (TSLC1-like protein 1) (TSLL1),CADM3 IGSF4B NECL1 SYNCAM3 TSLL1 UNQ225/PRO258,Homo sapiens (Human),398
CADPS,Q9ULU8,reviewed,CAPS1_HUMAN,Calcium-dependent secretion activator 1 (Calcium-dependent activator protein for secretion 1) (CAPS-1),CADPS CAPS CAPS1 KIAA1121,Homo sapiens (Human),1353
CALB1,P05937,reviewed,CALB1_HUMAN,"Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)",CALB1 CAB27,Homo sapiens (Human),261
CALB2,P22676,reviewed,CALB2_HUMAN,Calretinin (CR) (29 kDa calbindin),CALB2 CAB29,Homo sapiens (Human),271
CALR,P27797,reviewed,CALR_HUMAN,Calreticulin (CRP55) (Calregulin) (Endoplasmic reticulum resident protein 60) (ERp60) (HACBP) (grp60),CALR CRTC,Homo sapiens (Human),417
CALY,Q9NYX4,reviewed,CALY_HUMAN,Neuron-specific vesicular protein calcyon,CALY DRD1IP,Homo sapiens (Human),217
CAMK2B,Q13554,reviewed,KCC2B_HUMAN,Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta) (EC 2.7.11.17),CAMK2B CAM2 CAMK2 CAMKB,Homo sapiens (Human),666
CAMP,P49913,reviewed,CAMP_HUMAN,Cathelicidin antimicrobial peptide (18 kDa cationic antimicrobial protein) (CAP-18) (hCAP-18) [Cleaved into: Antibacterial peptide FALL-39 (FALL-39 peptide antibiotic); Antibacterial peptide LL-37; Antibacterial peptide KR-20; Antibacterial peptide LL-23; Antibacterial peptide LL-29; Antibacterial peptide KS-30; Antibacterial peptide RK-31; Antibacterial peptide FF-33],CAMP CAP18 FALL39 HSD26,Homo sapiens (Human),170
CAMSAP2,Q08AD1,reviewed,CAMP2_HUMAN,Calmodulin-regulated spectrin-associated protein 2 (Calmodulin-regulated spectrin-associated protein 1-like protein 1),CAMSAP2 CAMSAP1L1 KIAA1078,Homo sapiens (Human),1489
CANX,P27824,reviewed,CALX_HUMAN,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),CANX,Homo sapiens (Human),592
CAP2,P40123,reviewed,CAP2_HUMAN,Adenylyl cyclase-associated protein 2 (CAP 2),CAP2,Homo sapiens (Human),477
CAPN1,P07384,reviewed,CAN1_HUMAN,Calpain-1 catalytic subunit (EC 3.4.22.52) (Calcium-activated neutral proteinase 1) (CANP 1) (Calpain mu-type) (Calpain-1 large subunit) (Cell proliferation-inducing gene 30 protein) (Micromolar-calpain) (muCANP),CAPN1 CANPL1 PIG30,Homo sapiens (Human),714
CARNS1,A5YM72,reviewed,CRNS1_HUMAN,Carnosine synthase 1 (EC 6.3.2.11) (ATP-grasp domain-containing protein 1),CARNS1 ATPGD1 KIAA1394,Homo sapiens (Human),827
CARS1,P49589,reviewed,SYCC_HUMAN,"Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)",CARS1 CARS,Homo sapiens (Human),748
CASKIN1,Q8WXD9,reviewed,CSKI1_HUMAN,Caskin-1 (CASK-interacting protein 1),CASKIN1 KIAA1306,Homo sapiens (Human),1431
CASKIN2,Q8WXE0,reviewed,CSKI2_HUMAN,Caskin-2 (CASK-interacting protein 2),CASKIN2 KIAA1139,Homo sapiens (Human),1202
CASP7,P55210,reviewed,CASP7_HUMAN,Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],CASP7 MCH3,Homo sapiens (Human),303
CAV1,Q03135,reviewed,CAV1_HUMAN,Caveolin-1,CAV1 CAV,Homo sapiens (Human),178
CAV2,P51636,reviewed,CAV2_HUMAN,Caveolin-2,CAV2,Homo sapiens (Human),162
CAVIN2,O95810,reviewed,CAVN2_HUMAN,Caveolae-associated protein 2 (Cavin-2) (PS-p68) (Phosphatidylserine-binding protein) (Serum deprivation-response protein),CAVIN2 SDPR,Homo sapiens (Human),425
CBLL1,Q75N03,reviewed,HAKAI_HUMAN,E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27) (Casitas B-lineage lymphoma-transforming sequence-like protein 1) (c-Cbl-like protein 1) (RING finger protein 188) (RING-type E3 ubiquitin transferase Hakai),CBLL1 HAKAI RNF188,Homo sapiens (Human),491
CBLN3,Q6UW01,reviewed,CBLN3_HUMAN,Cerebellin-3,CBLN3 UNQ755/PRO1486,Homo sapiens (Human),205
CBR1,P16152,reviewed,CBR1_HUMAN,"Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.196, EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (Alcohol dehydrogenase [NAD(P)+] CBR1) (EC 1.1.1.71) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (PG-9-KR) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189) (Short chain dehydrogenase/reductase family 21C member 1)",CBR1 CBR CRN SDR21C1,Homo sapiens (Human),277
CBX5,P45973,reviewed,CBX5_HUMAN,Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha),CBX5 HP1A,Homo sapiens (Human),191
CCAR2,Q8N163,reviewed,CCAR2_HUMAN,Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC),CCAR2 DBC1 KIAA1967,Homo sapiens (Human),923
CCDC136,Q96JN2,reviewed,CC136_HUMAN,Coiled-coil domain-containing protein 136 (Nasopharyngeal carcinoma-associated gene 6 protein),CCDC136 KIAA1793 NAG6,Homo sapiens (Human),1154
CCDC9,Q9Y3X0,reviewed,CCDC9_HUMAN,Coiled-coil domain-containing protein 9,CCDC9,Homo sapiens (Human),531
CCDC97,Q96F63,reviewed,CCD97_HUMAN,Coiled-coil domain-containing protein 97,CCDC97,Homo sapiens (Human),343
CCL5,P13501,reviewed,CCL5_HUMAN,C-C motif chemokine 5 (EoCP) (Eosinophil chemotactic cytokine) (SIS-delta) (Small-inducible cytokine A5) (T cell-specific protein P228) (TCP228) (T-cell-specific protein RANTES) [Cleaved into: RANTES(3-68); RANTES(4-68)],CCL5 D17S136E SCYA5,Homo sapiens (Human),91
CCNB1,P14635,reviewed,CCNB1_HUMAN,G2/mitotic-specific cyclin-B1,CCNB1 CCNB,Homo sapiens (Human),433
CCNB2,O95067,reviewed,CCNB2_HUMAN,G2/mitotic-specific cyclin-B2,CCNB2,Homo sapiens (Human),398
CCR7,P32248,reviewed,CCR7_HUMAN,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),CCR7 CMKBR7 EBI1 EVI1,Homo sapiens (Human),378
CCSAP,Q6IQ19,reviewed,CCSAP_HUMAN,"Centriole, cilia and spindle-associated protein",CCSAP C1orf96 CSAP,Homo sapiens (Human),270
CCT5,P48643,reviewed,TCPE_HUMAN,T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon),CCT5 CCTE KIAA0098,Homo sapiens (Human),541
CCT8,P50990,reviewed,TCPQ_HUMAN,T-complex protein 1 subunit theta (TCP-1-theta) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15),CCT8 C21orf112 CCTQ KIAA0002,Homo sapiens (Human),548
CD163,Q86VB7,reviewed,C163A_HUMAN,Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)],CD163 M130,Homo sapiens (Human),1156
CD177,Q8N6Q3,reviewed,CD177_HUMAN,CD177 antigen (Human neutrophil alloantigen 2a) (HNA-2a) (NB1 glycoprotein) (NB1 GP) (Polycythemia rubra vera protein 1) (PRV-1) (CD antigen CD177),CD177 NB1 PRV1 UNQ595/PRO1181,Homo sapiens (Human),437
CD180,Q99467,reviewed,CD180_HUMAN,CD180 antigen (Lymphocyte antigen 64) (Radioprotective 105 kDa protein) (CD antigen CD180),CD180 LY64 RP105,Homo sapiens (Human),661
CD19,P15391,reviewed,CD19_HUMAN,B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19),CD19,Homo sapiens (Human),556
CD1A,P06126,reviewed,CD1A_HUMAN,T-cell surface glycoprotein CD1a (T-cell surface antigen T6/Leu-6) (hTa1 thymocyte antigen) (CD antigen CD1a),CD1A,Homo sapiens (Human),327
CD247,P20963,reviewed,CD3Z_HUMAN,T-cell surface glycoprotein CD3 zeta chain (T-cell receptor T3 zeta chain) (CD antigen CD247),CD247 CD3Z T3Z TCRZ,Homo sapiens (Human),164
CD2AP,Q9Y5K6,reviewed,CD2AP_HUMAN,CD2-associated protein (Adapter protein CMS) (Cas ligand with multiple SH3 domains),CD2AP,Homo sapiens (Human),639
CD34,P28906,reviewed,CD34_HUMAN,Hematopoietic progenitor cell antigen CD34 (CD antigen CD34),CD34,Homo sapiens (Human),385
CD36,P16671,reviewed,CD36_HUMAN,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),CD36 GP3B GP4,Homo sapiens (Human),472
